,cik_str,ticker,title
1296,0001032220,MMS,"maximus, inc."
1297,0000052827,RYN,rayonier inc
1298,0001360604,HR,healthcare realty trust inc
1299,0001867072,KD,"kyndryl holdings, inc."
1300,0001004434,AMG,"affiliated managers group, inc."
1301,0000931015,PII,polaris inc.
1302,0001528849,RH,rh
1303,0001977303,ALTM,arcadium lithium plc
1304,0001618563,NSA,national storage affiliates trust
1305,0001274173,JHG,janus henderson group plc
1306,0000056047,KEX,kirby corp
1307,0001328581,BCC,boise cascade co
1308,0001809104,ALIT,"alight, inc. / delaware"
1309,0001711279,KRYS,"krystal biotech, inc."
1310,0000771992,PAAS,pan american silver corp
1311,0001299939,CADE,cadence bank
1312,0000913290,FRO,frontline plc
1313,0001487712,AL,air lease corp
1314,0000772406,CRUS,"cirrus logic, inc."
1315,0001273813,AGO,assured guaranty ltd
1316,0000085961,R,ryder system inc
1317,0000009326,BCPC,balchem corp
1318,0001817358,ASO,"academy sports & outdoors, inc."
1319,0001029199,EEFT,"euronet worldwide, inc."
1320,0001109345,NVMI,nova ltd.
1321,0000314808,VAL,valaris ltd
1322,0001846832,DLO,dlocal ltd
1323,0000887153,SIM,"grupo simec, s.a.b. de c.v."
1324,0001476204,PECO,"phillips edison & company, inc."
1325,0001747009,ETRN,equitrans midstream corp
1326,0001128928,FLO,flowers foods inc
1327,0001698990,MGY,magnolia oil & gas corp
1328,0000314590,SSL,sasol ltd
1329,0000707179,ONB,old national bancorp /in/
1330,0000037808,FNB,fnb corp/pa/
1331,0001820872,GBTG,"global business travel group, inc."
1332,0000861878,SRCL,stericycle inc
1333,0000889900,PTEN,patterson uti energy inc
1334,0000067887,MOG-A,moog inc.
1335,0001569650,OZK,bank ozk
1336,0000016040,CBT,cabot corp
1337,0000766421,ALK,"alaska air group, inc."
1338,0001674862,ASH,ashland inc.
1339,0001520262,ALKS,alkermes plc.
1340,0000890926,RDN,radian group inc
1341,0000090896,SKY,skyline champion corp
1342,0001331520,HOMB,home bancshares inc
1343,0001023514,HMY,harmony gold mining co ltd
1344,0001050797,COLM,columbia sportswear co
1345,0000277509,FSS,federal signal corp /de/
1346,0000890564,ASGN,asgn inc
1347,0001822993,JXN,jackson financial inc.
1348,0000933136,COOP,mr. cooper group inc.
1349,0001674168,HGV,hilton grand vacations inc.
1350,0000070145,NFG,national fuel gas co
1351,0001365135,WU,western union co
1352,0001286043,KRG,kite realty group trust
1353,0000849869,SLGN,silgan holdings inc
1354,0001823529,ACT,"enact holdings, inc."
1355,0001619762,IGT,international game technology plc
1356,0001748797,DOOO,brp inc.
1357,0001837429,BNRE,brookfield reinsurance ltd.
1358,0000773141,MDC,"m.d.c. holdings, inc."
1359,0001448978,SMBMY,sembcorp marine ltd.
1360,0001935979,BHVN,biohaven ltd.
1361,0001821825,OGN,organon & co.
1362,0001764046,CLVT,clarivate plc
1363,0001545851,CPG,crescent point energy corp.
1364,0000040211,GATX,gatx corp
1365,0001770787,TXG,"10x genomics, inc."
1366,0000729986,UBSI,united bankshares inc/wv
1367,0000944695,THG,"hanover insurance group, inc."
1368,0000038725,FELE,franklin electric co inc
1369,0001445305,WK,workiva inc
1370,0001158449,AAP,advance auto parts inc
1371,0000067716,MDU,mdu resources group inc
1372,0001866368,CWAN,"clearwater analytics holdings, inc."
1373,0001032033,SLM,slm corp
1374,0001806837,VERX,"vertex, inc."
1375,0001799208,DNB,"dun & bradstreet holdings, inc."
1376,0000009092,BMI,badger meter inc
1377,0001639300,OLLI,"ollie's bargain outlet holdings, inc."
1378,0001038074,SLAB,silicon laboratories inc.
1379,0001057877,IDA,idacorp inc
1380,0001820877,AIRC,apartment income reit corp.
1381,0001368622,AVAV,aerovironment inc
1382,0001934850,FG,"f&g annuities & life, inc."
1383,0001764013,IMVT,"immunovant, inc."
1384,0001800667,FROG,jfrog ltd
1385,0000868671,GBCI,"glacier bancorp, inc."
1386,0000932417,VIAAY,vienna international airport
1387,0000069891,FIZZ,national beverage corp
1388,0000059558,LNC,lincoln national corp
1389,0001326380,GME,gamestop corp.
1390,0000036029,FFIN,first financial bankshares inc
1391,0001363829,ESGR,enstar group ltd
1392,0001788348,BIPC,brookfield infrastructure corp
1393,0001800227,IAC,iac inc.
1394,0001307954,HUN,huntsman corp
1395,0000776867,WTM,white mountains insurance group ltd
1396,0001049659,SID,national steel co
1397,0001710864,MSSMY,misumi group inc./adr
1398,0000067347,MOD,modine manufacturing co
1399,0001364479,HRI,herc holdings inc
1400,0001288847,FIVN,"five9, inc."
1401,0001718512,GTES,gates industrial corp plc
1402,0001039828,AEL,american equity investment life holding co
1403,0001791863,BEPC,brookfield renewable corp
1404,0001636519,MSGS,madison square garden sports corp.
1405,0000924805,FRHC,freedom holding corp.
1406,0000102729,VMI,valmont industries inc
1407,0001451505,RIG,transocean ltd.
1408,0001712807,PAGS,pagseguro digital ltd.
1409,0001192448,GKOS,glaukos corp
1410,0000822663,IPAR,inter parfums inc
1411,0000919012,AEO,american eagle outfitters inc
1412,0001496963,SQSP,"squarespace, inc."
1413,0000832988,SIG,signet jewelers ltd
1414,0000765880,DOC,"healthpeak properties, inc."
1415,0001955520,KNF,knife river corp
1416,0001745916,PFSI,"pennymac financial services, inc."
1417,0001620533,SHAK,shake shack inc.
1418,0000856982,MMSI,merit medical systems inc
1419,0001174169,AQN,algonquin power & utilities corp.
1420,0001372612,BOX,box inc
1421,0001169561,CVLT,commvault systems inc
1422,0001144980,ABG,asbury automotive group inc
1423,0000039368,FUL,fuller h b co
1424,0001659939,ENIC,enel chile s.a.
1425,0001567683,CWEN,"clearway energy, inc."
1426,0000098222,TDW,tidewater inc
1427,0000008858,AVT,avnet inc
1428,0001013131,BVN,buenaventura mining co inc
1429,0001094831,BGC,"bgc group, inc."
1430,0001071321,TKC,turkcell iletisim hizmetleri a s
1431,0001726122,CEF,sprott physical gold & silver trust
1432,0001521036,LNTH,"lantheus holdings, inc."
1433,0001728951,EPRT,"essential properties realty trust, inc."
1434,0001345105,CPA,"copa holdings, s.a."
1435,0000356309,NJR,new jersey resources corp
1436,0000833640,POWI,power integrations inc
1437,0000784977,POR,portland general electric co /or/
1438,0001803599,CNXC,concentrix corp
1439,0000780571,ITRI,"itron, inc."
1440,0001666134,BL,"blackline, inc."
1441,0001704715,AMR,"alpha metallurgical resources, inc."
1442,0001111928,IPGP,ipg photonics corp
1443,0001025996,KRC,kilroy realty corp
1444,0001585364,PRGO,perrigo co plc
1445,0001415404,SATS,echostar corp
1446,0001425205,IOVA,"iovance biotherapeutics, inc."
1447,0000817720,SYNA,synaptics inc
1448,0001419612,SEDG,"solaredge technologies, inc."
1449,0001834048,ASAI,sendas distributor s.a.
1450,0001722608,IQ,"iqiyi, inc."
1451,0000067215,DY,dycom industries inc
1452,0001446694,SHWDY,showa denko k.k./adr
1453,0001898416,ALVO,alvotech
1454,0000714310,VLY,valley national bancorp
1455,0001692063,SNDR,"schneider national, inc."
1456,0001581990,PAGP,plains gp holdings lp
1457,0001418121,APLE,"apple hospitality reit, inc."
1458,0001104506,INSM,insmed inc
1459,0001739445,ACA,"arcosa, inc."
1460,0001114700,GGAL,grupo financiero galicia sa
1461,0001698535,NXE,nexgen energy ltd.
1462,0000723612,CAR,"avis budget group, inc."
1463,0000887343,COLB,"columbia banking system, inc."
1464,0001280058,BLKB,blackbaud inc
1465,0000874866,CRVL,corvel corp
1466,0000851520,EXPO,exponent inc
1467,0001355444,ERJ,embraer s.a.
1468,0001434588,LOPE,"grand canyon education, inc."
1469,0001494728,PSLV,sprott physical silver trust
1470,0001296445,ORA,"ormat technologies, inc."
1471,0001672013,GOLF,acushnet holdings corp.
1472,0000313143,HAE,haemonetics corp
1473,0001515673,RARE,ultragenyx pharmaceutical inc.
1474,0001822479,SHC,sotera health co
1475,0000101382,UMBF,umb financial corp
1476,0001396440,MAIN,main street capital corp
1477,0000825313,AB,alliancebernstein holding l.p.
1478,0000097216,TEX,terex corp
1479,0000046765,HP,"helmerich & payne, inc."
1480,0001626115,PJT,pjt partners inc.
1481,0001782170,RELY,"remitly global, inc."
1482,0001627223,CC,chemours co
1483,0001628908,EVH,"evolent health, inc."
1484,0001796022,STEP,stepstone group inc.
1485,0001688568,DXC,dxc technology co
1486,0001682745,VRRM,verra mobility corp
1487,0000886346,KAI,kadant inc
1488,0001819848,JOBY,"joby aviation, inc."
1489,0001114483,ITGR,integer holdings corp
1490,0000030697,WEN,wendy's co
1491,0001981792,HHH,howard hughes holdings inc.
1492,0001511337,RLJ,rlj lodging trust
1493,0001638833,SGRY,"surgery partners, inc."
1494,0001122976,AVNT,avient corp
1495,0000750577,HWC,hancock whitney corp
1496,0001012019,RUSHA,rush enterprises inc tx
1497,0001577526,AI,"c3.ai, inc."
1498,0000003453,MATX,"matson, inc."
1499,0000912615,URBN,urban outfitters inc
1500,0000927003,AEIS,advanced energy industries inc
1501,0001762506,VIST,"vista energy, s.a.b. de c.v."
1502,0001569345,CXM,"sprinklr, inc."
1503,0000944148,CBZ,"cbiz, inc."
1504,0000078890,BCO,brinks co
1505,0001949543,STR,sitio royalties corp.
1506,0001289308,ENS,enersys
1507,0001459200,ALRM,"alarm.com holdings, inc."
1508,0001042074,CBAY,"cymabay therapeutics, inc."
1509,0000860748,KMPR,kemper corp
1510,0001825088,DFH,"dream finders homes, inc."
1511,0000825542,SMG,scotts miracle-gro co
1512,0001526520,TRIP,"tripadvisor, inc."
1513,0000816761,TDC,teradata corp /de/
1514,0001104485,NOG,"northern oil & gas, inc."
1515,0001000753,NSP,"insperity, inc."
1516,0001364885,SPR,"spirit aerosystems holdings, inc."
1517,0001757073,NVST,envista holdings corp
1518,0001773427,SWTX,"springworks therapeutics, inc."
1519,0001338749,PCH,potlatchdeltic corp
1520,0001477720,ASAN,"asana, inc."
1521,0001295947,PBH,prestige consumer healthcare inc.
1522,0001113232,ACLS,axcelis technologies inc
1523,0001378239,OMAB,central north airport group
1524,0001483934,STNG,scorpio tankers inc.
1525,0001877787,ZGN,ermenegildo zegna n.v.
1526,0001320414,SEM,select medical holdings corp
1527,0001617406,PK,park hotels & resorts inc.
1528,0001466085,IRT,"independence realty trust, inc."
1529,0001031203,GPI,group 1 automotive inc
1530,0001600438,GMS,gms inc.
1531,0001582961,DOCN,"digitalocean holdings, inc."
1532,0001126874,ERF,enerplus corp
1533,0001130464,BKH,black hills corp /sd/
1534,0001786205,ACLX,"arcellx, inc."
1535,0001284812,CNS,"cohen & steers, inc."
1536,0001567526,IHICY,ihi corporation/adr
1537,0000933974,AZTA,"azenta, inc."
1538,0001717393,CAAP,corporacion america airports s.a.
1539,0000897723,SANM,sanmina corp
1540,0001609253,CRC,california resources corp
1541,0001604481,EURN,euronav nv
1542,0001624794,CSWI,"csw industrials, inc."
1543,0000928876,TSEM,tower semiconductor ltd
1544,0000949870,SAM,boston beer co inc
1545,0000871763,MAN,manpowergroup inc.
1546,0000895419,WOLF,"wolfspeed, inc."
1547,0001394832,ATS,ats corp /ats
1548,0000799292,MHO,"m/i homes, inc."
1549,0000081362,KWR,quaker chemical corp
1550,0000912242,MAC,macerich co
1551,0000913142,BDC,belden inc.
1552,0001884082,PSNY,polestar automotive holding uk plc
1553,0001587732,OGS,"one gas, inc."
1554,0000042582,GT,goodyear tire & rubber co /oh/
1555,0001694028,LBRT,liberty energy inc.
1556,0000025232,CUZ,cousins properties inc
1557,0001381668,TFSL,tfs financial corp
1558,0001769731,AMTD,amtd idea group
1559,0001564538,GRP-UN,granite real estate investment trust
1560,0001551306,PGNY,"progyny, inc."
1561,0001596967,MC,moelis & co
1562,0001974640,APGE,"apogee therapeutics, inc."
1563,0001418819,IRDM,iridium communications inc.
1564,0000879407,ARWR,"arrowhead pharmaceuticals, inc."
1565,0001326110,IBRX,"immunitybio, inc."
1566,0001061630,BXMT,"blackstone mortgage trust, inc."
1567,0001178879,FOLD,"amicus therapeutics, inc."
1568,0001430723,SFBS,"servisfirst bancshares, inc."
1569,0001689923,AYX,"alteryx, inc."
1570,0001336917,UAA,"under armour, inc."
1571,0000850460,WIRE,encore wire corp
1572,0001603756,AXNX,"axonics, inc."
1573,0000711377,NEOG,neogen corp
1574,0001466593,OTTR,otter tail corp
1575,0001839439,PYCR,"paycor hcm, inc."
1576,0000025445,CXT,"crane nxt, co."
1577,0001039399,FORM,formfactor inc
1578,0000874238,STRL,"sterling infrastructure, inc."
1579,0001835681,PWSC,"powerschool holdings, inc."
1580,0000935036,ACIW,"aci worldwide, inc."
1581,0000105132,WDFC,wd 40 co
1582,0001508633,IHCPF,inchcape plc/adr
1583,0001109138,CAMT,camtek ltd
1584,0001702744,SMPL,simply good foods co
1585,0000050725,GFF,griffon corp
1586,0001090633,IIJIY,internet initiative japan inc
1587,0001417398,HI,"hillenbrand, inc."
1588,0001737706,SDRL,seadrill ltd
1589,0001760965,KTB,"kontoor brands, inc."
1590,0001420800,ENOV,enovis corp
1591,0001311370,LAZ,"lazard, inc."
1592,0001568651,OSCR,"oscar health, inc."
1593,0000315709,IBOC,international bancshares corp
1594,0000056679,KFY,korn ferry
1595,0001384905,RNG,"ringcentral, inc."
1596,0001108426,PNM,pnm resources inc
1597,0001965040,FTRE,fortrea holdings inc.
1598,0001126956,SR,spire inc
1599,0001527636,ATHM,autohome inc.
1600,0001902733,NCNO,"ncino, inc."
1601,0001828108,AUR,"aurora innovation, inc."
1602,0001816007,LU,lufax holding ltd
1603,0001560327,RPD,"rapid7, inc."
1604,0001582313,XENE,xenon pharmaceuticals inc.
1605,0000885590,BHC,bausch health companies inc.
1606,0001524358,VAC,marriott vacations worldwide corp
1607,0001429937,BTG,b2gold corp
1608,0001676725,IDYA,"ideaya biosciences, inc."
1609,0001070494,ACAD,acadia pharmaceuticals inc
1610,0001195737,NEA,nuveen amt-free quality municipal income fund
1611,0001807794,CRDO,credo technology group holding ltd
1612,0001433660,JBT,john bean technologies corp
1613,0001040971,SLG,sl green realty corp
1614,0000066756,ALE,allete inc
1615,0001670592,YETI,"yeti holdings, inc."
1616,0001071438,BAK,braskem sa
1617,0001376139,CVI,cvr energy inc
1618,0001381640,MLCO,melco resorts & entertainment ltd
1619,0001561680,TPH,"tri pointe homes, inc."
1620,0001579428,AXSM,"axsome therapeutics, inc."
1621,0001258602,NNI,nelnet inc
1622,0001740332,REZI,"resideo technologies, inc."
1623,0001164863,NPO,enpro inc.
1624,0000827876,CLSK,"cleanspark, inc."
1625,0001290109,LPL,"lg display co., ltd."
1626,0001492298,SBRA,"sabra health care reit, inc."
1627,0001380366,GNNDY,gn store nord a/s
1628,0001064728,BTU,peabody energy corp
1629,0000806628,DNP,dnp select income fund inc
1630,0000017843,CRS,carpenter technology corp
1631,0000717954,UNF,unifirst corp
1632,0001580560,FLYW,flywire corp
1633,0001045450,EPR,epr properties
1634,0001070412,CNX,cnx resources corp
1635,0000029002,DIOD,diodes inc /del/
1636,0001651717,NOMD,nomad foods ltd
1637,0001969373,VTMX,"vesta real estate corporation, s.a.b. de c.v."
1638,0001615903,IFS,intercorp financial services inc.
1639,0001388658,IRTC,"irhythm technologies, inc."
1640,0000351569,ABCB,ameris bancorp
1641,0001621434,BSM,"black stone minerals, l.p."
1642,0001361658,TNL,travel & leisure co.
1643,0001158324,CCOI,"cogent communications holdings, inc."
1644,0001111335,VC,visteon corp
1645,0001765159,NVEI,nuvei corp
1646,0000104889,GHC,graham holdings co
1647,0001658247,CRNX,"crinetics pharmaceuticals, inc."
1648,0000103730,VSH,vishay intertechnology inc
1649,0001590717,CTRE,"caretrust reit, inc."
1650,0001883313,SVV,"savers value village, inc."
1651,0000899715,SKT,tanger inc.
1652,0000894405,ARCB,arcbest corp /de/
1653,0001517375,SPT,"sprout social, inc."
1654,0001553920,BBMPY,bbmg corporation/adr
1655,0001786909,SBSW,sibanye stillwater ltd
1656,0001633978,LITE,lumentum holdings inc.
1657,0000814453,NWL,newell brands inc.
1658,0000790526,RDNT,"radnet, inc."
1659,0000007789,ASB,associated banc-corp
1660,0000745308,JOE,st joe co
1661,0000108516,WOR,"worthington enterprises, inc."
1662,0001906324,QDEL,quidelortho corp
1663,0001114995,PI,impinj inc
1664,0000088121,SEB,seaboard corp /de/
1665,0001773751,HIMS,"hims & hers health, inc."
1666,0000278166,CVCO,cavco industries inc.
1667,0000912958,TIGO,millicom international cellular sa
1668,0001670541,ADNT,adient plc
1669,0001060822,CRI,carters inc
1670,0001841804,INST,"instructure holdings, inc."
1671,0001655759,ARVN,"arvinas, inc."
1672,0001084048,ZD,"ziff davis, inc."
1673,0001054905,IOSP,innospec inc.
1674,0001497770,WD,"walker & dunlop, inc."
1675,0000913241,SHOO,"steven madden, ltd."
1676,0001522540,MQ,"marqeta, inc."
1677,0001856314,YOU,"clear secure, inc."
1678,0000043920,GEF,"greif, inc"
1679,0000857855,UCBI,united community banks inc
1680,0001699136,WHD,"cactus, inc."
1681,0001655891,TRMD,torm plc
1682,0001592386,VIRT,"virtu financial, inc."
1683,0000896262,AMED,amedisys inc
1684,0000821130,USM,united states cellular corp
1685,0001110452,AFLYY,air france-klm /fi
1686,0001584425,TCN,tricon residential inc.
1687,0001037676,ARCH,"arch resources, inc."
1688,0001347426,BMA,macro bank inc.
1689,0001862044,ZKH,zkh group ltd
1690,0001714174,BUR,burford capital ltd
1691,0001993004,NWE,"northwestern energy group, inc."
1692,0001110805,NS,nustar energy l.p.
1693,0001671927,IMCR,immunocore holdings plc
1694,0001834622,HAYW,"hayward holdings, inc."
1695,0001337619,ENV,"envestnet, inc."
1696,0000744218,CLDX,"celldex therapeutics, inc."
1697,0001836470,SRAD,sportradar group ag
1698,0001517302,APAM,artisan partners asset management inc.
1699,0001827090,CERT,"certara, inc."
1700,0001679688,DBRG,"digitalbridge group, inc."
1701,0001056288,FHI,"federated hermes, inc."
1702,0001828365,RLX,rlx technology inc.
1703,0001599298,SMMT,summit therapeutics inc.
1704,0001840776,HGTY,"hagerty, inc."
1705,0001627272,OR,osisko gold royalties ltd
1706,0001811414,QS,quantumscape corp
1707,0001563411,CSTM,constellium se
1708,0001685040,BHF,"brighthouse financial, inc."
1709,0001561894,HASI,"hannon armstrong sustainable infrastructure capital, inc."
1710,0001835539,OLK,olink holding ab (publ)
1711,0000752714,MGRC,mcgrath rentcorp
1712,0000921738,PENN,"penn entertainment, inc."
1713,0001167419,RIOT,"riot platforms, inc."
1714,0000894315,SITC,site centers corp.
1715,0001410384,QTWO,"q2 holdings, inc."
1716,0000819793,AIN,albany international corp /de/
1717,0001726978,GSHD,"goosehead insurance, inc."
1718,0000930826,SLVYY,solvay s a /adr/
1719,0001504764,AVAL,grupo aval acciones y valores s.a.
1720,0000310142,SXT,sensient technologies corp
1721,0001714899,DNLI,denali therapeutics inc.
1722,0000871459,DFIHY,dairy farm international holdings ltd /fi
1723,0000016160,CALM,cal-maine foods inc
1724,0001745999,BEAM,beam therapeutics inc.
1725,0001224608,CNO,"cno financial group, inc."
1726,0001389050,AROC,"archrock, inc."
1727,0001299709,AX,"axos financial, inc."
1728,0001821586,MLTX,moonlake immunotherapeutics
1729,0000760498,BANF,bancfirst corp /ok/
1730,0001625297,INDV,indivior plc
1731,0000072333,JWN,nordstrom inc
1732,0001809519,GDRX,"goodrx holdings, inc."
1733,0001869198,LTH,"life time group holdings, inc."
1734,0000763744,LCII,lci industries
1735,0001532173,KOZAY,koza altin isletmeleri a.s./adr
1736,0001280784,HTGC,"hercules capital, inc."
1737,0001691303,HCC,"warrior met coal, inc."
1738,0001230245,PIPR,piper sandler companies
1739,0000861842,CATY,cathay general bancorp
1740,0000893691,DOOR,masonite international corp
1741,0001841156,PAY,"paymentus holdings, inc."
1742,0001637873,ACVA,acv auctions inc.
1743,0001362004,ICFI,"icf international, inc."
1744,0000886977,MEOH,methanex corp
1745,0000932470,TEO,telecom argentina sa
1746,0001648257,HCM,hutchmed (china) ltd
1747,0001885522,NMRA,"neumora therapeutics, inc."
1748,0000785956,JJSF,j&j snack foods corp
1749,0001522727,USAC,"usa compression partners, lp"
1750,0001077428,TCBI,texas capital bancshares inc/tx
1751,0000916789,HELE,helen of troy ltd
1752,0000868780,DORM,"dorman products, inc."
1753,0000885639,KSS,kohls corp
1754,0001161728,MGEE,mge energy inc
1755,0001756770,CURLF,"curaleaf holdings, inc."
1756,0000746598,BRC,brady corp
1757,0001424182,BNL,"broadstone net lease, inc."
1758,0001276520,GNW,genworth financial inc
1759,0000860546,CDP,copt defense properties
1760,0000917520,IART,integra lifesciences holdings corp
1761,0000056978,KLIC,kulicke & soffa industries inc
1762,0001639691,LIVN,livanova plc
1763,0001576940,CCS,"century communities, inc."
1764,0001057706,FBP,first bancorp /pr/
1765,0001756262,TMDX,"transmedics group, inc."
1766,0001677576,IIPR,innovative industrial properties inc
1767,0001782303,BOLD,"boundless bio, inc."
1768,0001592438,ROYMY,royal mail plc/adr
1769,0001334933,UEC,uranium energy corp
1770,0001541401,ESRT,"empire state realty trust, inc."
1771,0001340243,MOR,morphosys ag
1772,0000860413,FIBK,first interstate bancsystem inc
1773,0001366868,GSAT,"globalstar, inc."
1774,0001364250,DEI,douglas emmett inc
1775,0001476765,GBDC,"golub capital bdc, inc."
1776,0001035201,CWT,california water service group
1777,0000036377,FHB,"first hawaiian, inc."
1778,0001829726,TFPM,triple flag precious metals corp.
1779,0000884713,PRMW,primo water corp /cn/
1780,0001718227,ROAD,"construction partners, inc."
1781,0001603145,NEP,"nextera energy partners, lp"
1782,0000793733,SKYW,skywest inc
1783,0001056903,AWR,american states water co
1784,0001741530,QFIN,"qifu technology, inc."
1785,0001356570,WNS,wns (holdings) ltd
1786,0001104657,MTRN,materion corp
1787,0000104918,AVA,avista corp
1788,0001652130,NTLA,"intellia therapeutics, inc."
1789,0000910108,LXP,lxp industrial trust
1790,0001868941,FLNC,"fluence energy, inc."
1791,0001069258,KTOS,"kratos defense & security solutions, inc."
1792,0001651311,MRUS,merus n.v.
1793,0001579877,OUT,outfront media inc.
1794,0001405495,IDCC,"interdigital, inc."
1795,0001580670,LGIH,"lgi homes, inc."
1796,0001083839,NAD,nuveen quality municipal income fund
1797,0001029145,GOGL,golden ocean group ltd
1798,0001864163,INTR,"inter & co, inc."
1799,0001157408,LRN,"stride, inc."
1800,0001591587,AMK,"assetmark financial holdings, inc."
1801,0000771497,ABM,abm industries inc /de/
1802,0001771515,GO,grocery outlet holding corp.
1803,0001795139,GTBIF,green thumb industries inc.
1804,0000940942,HUBG,"hub group, inc."
1805,0000887733,CENT,central garden & pet co
1806,0001853717,ATAT,atour lifestyle holdings ltd
1807,0000039899,TGNA,tegna inc
1808,0001858257,AVDX,"avidxchange holdings, inc."
1809,0000921082,HIW,"highwoods properties, inc."
1810,0000719413,HL,hecla mining co/de/
1811,0001845257,LFST,"lifestance health group, inc."
1812,0001345016,YELP,yelp inc
1813,0000874499,GPOR,gulfport energy corp
1814,0000064996,MCY,mercury general corp
1815,0001610250,BOOT,"boot barn holdings, inc."
1816,0001828016,PLTK,playtika holding corp.
1817,0001441683,APPN,appian corp
1818,0000700923,MYRG,myr group inc.
1819,0000828944,WSFS,wsfs financial corp
1820,0001279495,BTE,baytex energy corp.
1821,0000837465,MODG,topgolf callaway brands corp.
1822,0001469395,PAM,pampa energy inc.
1823,0001090116,NVG,nuveen amt-free municipal credit income fund
1824,0001690680,NMRK,"newmark group, inc."
1825,0001553079,ESBA,"empire state realty op, l.p."
1826,0001275214,CSQ,calamos strategic total return fund
1827,0001907085,ODD,oddity tech ltd
1828,0001632127,CABO,"cable one, inc."
1829,0000816956,CNMD,conmed corp
1830,0001477449,TDOC,"teladoc health, inc."
1831,0000883948,AUB,atlantic union bankshares corp
1832,0001509991,KOS,kosmos energy ltd.
1833,0000058492,LEG,leggett & platt inc
1834,0001815442,KYMR,"kymera therapeutics, inc."
1835,0000877860,NHI,national health investors inc
1836,0001759655,PRVA,"privia health group, inc."
1837,0001577916,PINC,"premier, inc."
1838,0000785786,PLXS,plexus corp
1839,0001856485,SLVM,sylvamo corp
1840,0001570827,VCTR,"victory capital holdings, inc."
1841,0001412558,EVO,evotec se
1842,0000866706,ESE,esco technologies inc
1843,0001286139,LZ,"legalzoom.com, inc."
1844,0001287865,MPW,medical properties trust inc
1845,0001679049,INSW,"international seaways, inc."
1846,0000109177,SPB,"spectrum brands holdings, inc."
1847,0001830214,DNA,"ginkgo bioworks holdings, inc."
1848,0001041803,PSMT,pricesmart inc
1849,0001086600,ARLP,alliance resource partners lp
1850,0001013934,STRA,"strategic education, inc."
1851,0001565687,INTA,"intapp, inc."
1852,0001525769,PLAY,"dave & buster's entertainment, inc."
1853,0001546417,BLMN,"bloomin' brands, inc."
1854,0001508478,ARCO,arcos dorados holdings inc.
1855,0000918608,EGO,eldorado gold corp /fi
1856,0001088856,CORT,corcept therapeutics inc
1857,0001001316,TGTX,"tg therapeutics, inc."
1858,0001559865,EVTC,"evertec, inc."
1859,0000883984,ICUI,icu medical inc/de
1860,0001727263,FTDR,"frontdoor, inc."
1861,0001929561,RXO,"rxo, inc."
1862,0001328237,DBC,invesco db commodity index tracking fund
1863,0000700564,FULT,fulton financial corp
1864,0001494259,CARG,"cargurus, inc."
1865,0001379438,EXG,eaton vance tax-managed global diversified equity income fund
1866,0000723188,CBU,"community bank system, inc."
1867,0001530804,TROX,tronox holdings plc
1868,0001853513,MCW,"mister car wash, inc."
1869,0001281895,RCKT,"rocket pharmaceuticals, inc."
1870,0000793074,WERN,werner enterprises inc
1871,0000076605,PATK,patrick industries inc
1872,0000812074,OI,"o-i glass, inc. /de/"
1873,0001601830,RXRX,"recursion pharmaceuticals, inc."
1874,0001588978,PRCT,procept biorobotics corp
1875,0001967649,VSTS,vestis corp
1876,0001664710,KROS,"keros therapeutics, inc."
1877,0000910073,NYCB,new york community bancorp inc
1878,0000046195,BOH,bank of hawaii corp
1879,0001801368,MP,mp materials corp. / de
1880,0001649904,RYTM,"rhythm pharmaceuticals, inc."
1881,0001547903,NMIH,"nmi holdings, inc."
1882,0001531048,NARI,"inari medical, inc."
1883,0000891024,PDCO,"patterson companies, inc."
1884,0001350593,MWA,"mueller water products, inc."
1885,0001207179,GLNG,golar lng ltd
1886,0001253986,ABR,arbor realty trust inc
1887,0000354647,CVBF,cvb financial corp
1888,0000090498,SFNC,simmons first national corp
1889,0001834488,NABL,"n-able, inc."
1890,0001958140,BATRA,"atlanta braves holdings, inc."
1891,0001825155,TIXT,telus international (cda) inc.
1892,0001710366,CEIX,consol energy inc.
1893,0001549107,MANU,manchester united plc
1894,0001570187,OSTIY,osterreichische post ag adr
1895,0001329394,SIMO,silicon motion technology corp
1896,0001657853,HTZ,"hertz global holdings, inc"
1897,0000002230,ADX,"adams diversified equity fund, inc."
1898,0001093691,PLUG,plug power inc
1899,0001373670,GRBK,"green brick partners, inc."
1900,0000897077,ALG,alamo group inc
1901,0001262976,CMPR,cimpress plc
1902,0001354327,PGTI,"pgt innovations, inc."
1903,0001469367,RUN,sunrun inc.
1904,0001978954,TBBB,bbb foods inc
1905,0001070081,PTCT,"ptc therapeutics, inc."
1906,0000912093,VIAV,viavi solutions inc.
1907,0001804745,DRVN,driven brands holdings inc.
1908,0001543726,NHNKY,nihon kohden corporation/adr
1909,0001831097,AGL,"agilon health, inc."
1910,0000876167,PRGS,progress software corp /ma
1911,0001454480,SHZNY,shenzhen expressway co. / adr
1912,0001750264,PUYI,"puyi, inc."
1913,0001595761,WB,weibo corp
1914,0001831828,VERA,"vera therapeutics, inc."
1915,0000797721,VSAT,viasat inc
1916,0001848763,RNW,renew energy global plc
1917,0000861459,GVA,granite construction inc
1918,0000901491,PZZA,papa johns international inc
1919,0001527508,PTVE,pactiv evergreen inc.
1920,0001626199,ALPN,"alpine immune sciences, inc."
